;SPXT Index;S5INFT Index;S5TELS Index;S5CONS Index;S5COND Index;S5ENRS Index;S5FINL Index;S5HLTH Index;S5INDU Index;S5MATR Index;S5RLST Index;S5UTIL Index;GB03 Govt;S5SFTW Index;S5TECH Index;S5MEDA Index;S5SSEQX Index;S5DIVF Index;S5PHRM Index;S5RETL Index;S5CPGS Index;S5HCES Index;S5ENRSX Index;S5FDBT Index;S5BANKX Index;S5MATRX Index;S5UTILX Index;S5REAL Index;S5INSU Index;S5HOTR Index;S5AUCO Index;S5FDSR Index;S5HOUS Index;S5TRAN Index;S5COMS Index;S5CODU Index;S5TELSX Index
;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
Dates;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;PX_Last;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS;TOT_RETURN_INDEX_GROSS_DVDS
#NAME?;369.55;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?;#NAME?
12.10.99;1801.69;670.8272;417.4713;254.1376;313.8209;291.6576;394.1854;429.322;307.9873;185.3399;#N/A N/A;257.0957;4.823;737.3796;639.495;330.9675;642.1525;545.2942;526.2564;379.0737;363.2386;176.9537;291.6576;234.0696;371.505;185.3399;257.0957;#N/A N/A;298.8802;253.3974;284.4638;261.9665;311.0178;205.6821;172.4366;164.1177;417.4713
13.10.99;1764.1;652.5422;415.1254;249.3162;305.0744;294.2641;381.7815;419.7825;300.8314;184.1417;#N/A N/A;257.5183;4.987;722.4818;620.0126;322.7329;615.6531;527.4846;514.8266;364.7643;355.0169;172.5478;294.2641;229.9896;360.1815;184.1417;257.5183;#N/A N/A;289.481;249.4167;281.1104;256.1941;304.5659;200.1054;168.1687;161.3859;415.1254
14.10.99;1761.18;651.321;411.0783;252.1567;304.9591;295.1472;380.1018;415.2515;300.2762;185.9136;#N/A N/A;260.1157;5.028;716.8049;620.5532;320.3657;621.024;522.6621;508.3618;366.4299;354.7303;172.3135;295.1472;233.15;358.9509;185.9136;260.1157;#N/A N/A;290.1453;247.8396;280.983;256.4937;308.0985;199.1325;167.0956;162.2388;411.0783
15.10.99;1711.77;635.1898;401.5572;245.3625;296.057;288.866;364.9199;402.6094;292.4171;180.0372;#N/A N/A;255.3539;5.047;694.4376;607.0169;312.4003;605.6531;499.873;492.1492;354.2578;346.0975;168.3752;288.866;226.59;343.6689;180.0372;255.3539;#N/A N/A;282.1609;245.1966;269.0124;251.9638;299.1811;194.4695;160.4376;158.5058;401.5572
18.10.99;1721;625.1536;405.0693;249.5359;297.6905;291.0452;373.0083;410.1898;292.2567;182.5229;#N/A N/A;258.2138;5.098;691.1407;594.3928;311.7496;595.8621;512.14;502.1747;357.5546;346.2968;170.2049;291.0452;230.7073;351.7291;182.5229;258.2138;#N/A N/A;286.4791;245.2075;273.894;251.2381;306.369;193.0813;159.8279;158.753;405.0693
19.10.99;1730.87;613.6186;401.2005;254.3552;299.8452;293.0392;382.4017;427.8072;292.5651;181.108;#N/A N/A;255.3386;5.134;690.7389;578.5253;312.6583;559.1849;520.2775;527.2008;361.901;346.546;171.3094;293.0392;234.4217;364.428;181.108;255.3386;#N/A N/A;291.8431;248.9816;272.9885;257.8632;313.2993;196.3561;158.767;158.9261;401.2005
20.10.99;1769.55;641.564;405.2065;254.2994;307.0347;301.9127;389.6419;432.8443;298.6266;182.0512;#N/A N/A;255.8317;5.133;731.3421;601.2533;321.1061;590.93;532.2452;533.7666;371.8942;354.3619;172.6705;301.9127;231.1228;373.5018;182.0512;255.8317;#N/A N/A;291.4248;256.1818;274.2053;262.946;318.8893;195.039;162.9496;160.9286;405.2065
21.10.99;1761.58;629.3518;400.3774;255.0947;305.3367;301.6279;390.3655;436.2431;298.6709;183.7593;#N/A N/A;254.8615;5.122;730.2397;584.7327;320.2423;600.2926;535.1591;539.7138;370.1374;354.8952;170.8615;301.6279;229.1712;373.2043;183.7593;254.8615;#N/A N/A;291.7446;251.1242;274.1912;262.9226;327.4651;196.534;160.8035;158.7901;400.3774
22.10.99;1786.36;630.9727;403.4642;257.0477;310.3983;306.1429;407.8745;437.2678;305.0626;184.983;#N/A N/A;256.1089;5.047;725.4181;588.8994;329.0603;608.3281;555.0501;542.1633;377.4954;362.3208;169.1321;306.1429;232.9611;388.8542;184.983;256.1089;#N/A N/A;310.9367;243.4673;277.1626;266.3879;323.7698;200.5563;164.8519;161.1016;403.4642
25.10.99;1775.35;631.661;403.5602;256.7991;307.7349;298.5941;402.6283;432.8232;303.1926;185.3782;#N/A N/A;255.3985;5.015;722.7084;590.9153;329.6325;599.0595;545.7391;535.2439;371.1185;359.2267;169.9466;298.5941;234.5728;383.2678;185.3782;255.3985;#N/A N/A;310.174;237.4962;277.9691;262.7001;320.5128;202.0869;165.0104;161.2994;403.5602
26.10.99;1759.27;636.0574;404.0678;253.1451;301.1896;291.8428;399.5916;420.4897;301.7488;182.0257;#N/A N/A;255.5371;5.134;724.9544;596.1293;327.1082;600.0209;546.4109;519.7763;355.7864;358.4666;165.4726;291.8428;231.6894;380.6032;182.0257;255.5371;#N/A N/A;302.9031;236.9306;274.9836;253.8026;317.6491;199.6308;162.157;162.7333;404.0678
27.10.99;1779.72;630.8728;413.3556;256.4276;301.3283;292.5122;418.9049;426.438;304.4412;182.5078;#N/A N/A;261.8587;5.133;719.02;591.2869;330.0027;584.8903;577.0811;526.8093;353.5733;361.703;168.4219;292.5122;236.7259;398.3585;182.5078;261.8587;#N/A N/A;313.4465;236.6587;275.6911;248.1597;321.4069;206.1923;160.9132;163.2401;413.3556
28.10.99;1842.8;644.1595;436.1979;263.7205;315.2806;295.8309;447.0888;438.6524;314.5089;182.7118;#N/A N/A;266.0495;5.111;723.3369;608.0111;345.9398;613.9506;619.6066;541.0775;373.8006;372.9419;174.7148;295.8309;242.5808;423.9867;182.7118;266.0495;#N/A N/A;333.2311;245.4142;282.0943;252.7489;334.2662;215.6606;167.0084;166.288;436.1979
29.10.99;1870.94;671.6818;436.4723;264.7399;322.0361;298.0101;447.6329;440.6032;317.1144;187.2636;#N/A N/A;266.5178;5.088;751.4429;635.0844;352.6603;658.5417;616.7811;543.2492;382.8587;375.0103;175.8977;298.0101;242.1023;421.4832;187.2636;266.5178;#N/A N/A;342.5859;251.059;288.2324;257.5606;337.1444;220.3474;169.9801;168.1176;436.4723
01.11.99;1858.86;672.5416;438.8868;263.0492;319.8349;298.5228;440.8312;440.3686;307.785;184.6881;#N/A N/A;264.8038;5.119;757.4597;633.9016;349.3393;648.5617;606.4285;541.9234;379.8697;362.0643;177.6944;298.5228;237.9598;417.1257;184.6881;264.8038;#N/A N/A;334.9565;251.2656;285.2344;255.4065;342.1259;214.1656;170.6144;169.2921;438.8868
02.11.99;1850.13;672.8303;431.4099;260.3392;317.9481;294.6202;441.6612;434.6152;307.0816;186.2988;#N/A N/A;266.3827;5.109;759.4996;633.5187;344.1559;663.5369;607.3656;531.4559;379.596;362.2263;181.4552;294.6202;236.0334;418.2568;186.2988;266.3827;#N/A N/A;335.018;251.2221;284.1404;254.1655;336.4679;213.0384;167.5283;167.9322;431.4099
03.11.99;1860.28;683.1926;432.1782;262.7018;316.5799;292.8082;437.359;444.1363;309.5884;187.9795;#N/A N/A;265.9003;5.088;770.9048;643.3753;341.9569;682.8706;601.096;544.4925;376.8124;366.1217;182.906;292.8082;239.8716;411.5549;187.9795;265.9003;#N/A N/A;336.7387;255.9533;282.9753;256.5889;334.9427;211.3894;167.8455;167.3883;432.1782
04.11.99;1870.88;690.5094;433.1111;260.1914;319.3838;288.5363;443.9697;451.435;308.2146;189.255;#N/A N/A;262.6364;5.066;776.4477;651.3268;348.5203;696.3754;610.3655;554.3446;377.3485;364.5211;184.3121;288.5363;235.8288;417.9731;189.255;262.6364;#N/A N/A;341.2949;265.0242;281.3413;256.6943;334.9471;211.0213;166.7581;167.5613;433.1111
05.11.99;1881.33;698.7922;434.9906;260.6053;321.1268;280.6563;451.9379;450.0395;310.4732;189.5867;#N/A N/A;262.81;5.116;779.9609;661.4408;342.4618;702.3752;620.2901;551.5658;386.1899;367.1129;185.6624;280.6563;235.315;423.4165;189.5867;262.81;#N/A N/A;352.0634;269.7228;280.3183;261.4006;335.3776;213.3132;167.7707;166.5229;434.9906
08.11.99;1890.81;705.999;438.6399;263.1172;321.6376;293.886;449.2991;447.4707;311.9306;185.9915;#N/A N/A;262.4922;5.157;778.1888;672.0948;344.6646;699.9711;606.8918;548.0039;384.7138;368.4213;185.3388;293.886;237.6204;423.755;185.9915;262.4922;#N/A N/A;355.1032;271.6806;282.6171;262.185;339.5228;216.1477;168.8566;166.2712;438.6399
09.11.99;1875.07;700.9438;431.6294;259.4986;317.8298;299.5787;441.7872;443.3893;310.5115;188.2055;#N/A N/A;260.6723;5.186;768.3559;668.9634;339.4922;689.8007;598.0803;543.481;379.7967;367.1806;182.7832;299.5787;233.3372;414.1682;188.2055;260.6723;#N/A N/A;352.1594;267.7216;283.4511;258.626;337.5302;214.7464;166.9899;164.5343;431.6294
10.11.99;1886.51;713.4581;435.4708;258.711;319.7727;305.8042;436.4496;446.4438;311.5626;189.565;#N/A N/A;259.236;5.195;764.1108;687.9321;346.6393;694.7761;593.828;548.1477;379.5115;369.0462;182.4038;305.8042;231.7853;407.1997;189.565;259.236;#N/A N/A;348.2825;265.9977;285.0322;256.3636;339.572;214.212;166.3554;164.6654;435.4708
11.11.99;1897.5;727.8045;436.1704;257.4173;323.2659;306.261;433.1896;449.1749;312.402;188.4536;#N/A N/A;260.5921;5.193;777.2892;702.6318;351.2283;708.929;588.4151;551.0552;385.1245;370.0059;184.3009;306.261;229.5167;405.4529;188.4536;260.5921;#N/A N/A;344.4413;271.0555;282.4967;257.7573;339.2768;214.4851;167.0753;164.0342;436.1704
12.11.99;1917.72;727.427;438.9143;259.7323;328.2062;309.6014;451.2235;449.0859;314.9157;188.9518;#N/A N/A;261.4903;5.223;786.1401;698.6443;355.6392;690.8669;622.0968;550.0611;393.0419;372.4852;185.8633;309.6014;231.8988;422.8529;188.9518;261.4903;#N/A N/A;348.4795;275.9066;285.3815;263.7538;339.421;219.4966;168.2099;163.7619;438.9143
15.11.99;1915.47;718.9657;441.9187;260.3916;329.1777;310.8581;451.4822;447.2564;315.4465;192.5148;#N/A N/A;260.482;5.244;774.4969;691.4916;357.6495;672.0103;626.989;545.6225;392.654;373.3203;189.0549;310.8581;231.9492;421.8509;192.5148;260.482;#N/A N/A;346.1772;272.6762;291.1524;267.9233;339.7777;217.6322;169.0518;165.2842;441.9187
16.11.99;1950.83;735.3109;449.5465;264.5589;332.0813;316.868;464.7361;452.0808;322.873;193.3453;#N/A N/A;260.6386;5.29;790.787;707.7231;362.827;687.3443;653.6381;549.4162;395.5061;383.3477;194.7994;316.868;237.1546;428.3234;193.3453;260.6386;#N/A N/A;358.1762;274.7754;292.6486;270.4531;342.2136;220.3881;170.528;165.3337;449.5465
17.11.99;1938.22;727.8378;449.135;266.8603;328.7557;324.0897;452.42;449.3612;323.9444;191.9733;#N/A N/A;258.7246;5.227;783.6363;700.1874;358.3009;669.5435;629.7893;544.6108;393.0923;386.4671;196.2949;324.0897;239.2216;417.4907;191.9733;258.7246;#N/A N/A;354.4948;272.2955;284.9269;270.5116;346.4825;213.6658;169.5035;165.2224;449.135
18.11.99;1957.87;756.6433;451.0723;267.0296;330.7283;322.683;452.226;449.2005;324.051;191.8624;#N/A N/A;257.3326;5.226;797.5153;734.5789;363.119;695.7064;633.331;543.5486;395.8534;386.7789;197.7568;322.683;239.2159;414.8096;191.8624;257.3326;#N/A N/A;354.7657;273.8509;278.6282;272.327;346.1749;214.2477;168.7451;166.4229;451.0723
19.11.99;1953.84;764.827;451.3468;265.798;328.3767;317.3638;448.4613;449.9422;320.4012;190.8268;#N/A N/A;254.8792;5.224;806.0056;742.5764;359.1096;705.1451;628.39;545.7742;393.2863;381.65;195.748;317.3638;237.6402;411.3703;190.8268;254.8792;#N/A N/A;351.4783;273.6877;277.5024;268.7548;347.1222;210.744;169.7094;165.4699;451.3468
22.11.99;1952.41;770.0459;452.2664;272.006;324.653;313.2172;443.196;452.4022;319.8092;188.1144;#N/A N/A;249.4677;5.223;829.4361;740.6502;354.9525;704.5703;623.6538;550.0358;386.4065;381.9672;194.5204;313.2172;245.8213;405.1686;188.1144;249.4677;#N/A N/A;347.0459;271.4471;281.1648;269.7972;351.2189;206.9067;168.1879;163.853;452.2664
23.11.99;1930.1;763.6833;444.2233;271.7198;321.7481;306.9257;435.495;446.9011;316.0832;187.8587;#N/A N/A;244.7708;5.269;825.8505;733.261;349.2984;695.0897;612.348;544.7499;385.2975;377.1931;189.6434;306.9257;244.7372;398.4597;187.8587;244.7708;#N/A N/A;340.8897;268.3362;279.8252;268.3449;353.7039;209.2601;164.6959;160.7706;444.2233
24.11.99;1947.21;775.9422;455.0664;274.6061;325.731;309.8998;431.588;451.4998;315.2261;188.1894;#N/A N/A;247.1381;5.289;834.5468;746.8117;357.237;713.4864;606.3276;550.7946;390.6035;375.6454;190.8376;309.8998;247.8381;393.165;188.1894;247.1381;#N/A N/A;341.3945;265.084;280.3097;270.9333;356.2628;206.1698;167.1508;161.2771;455.0664
25.11.99;1947.21;775.9422;455.0664;274.6061;325.731;309.8998;431.588;451.4998;315.2261;188.1894;#N/A N/A;247.1381;5.276;834.5468;746.8117;357.237;713.4864;606.3276;550.7946;390.6035;375.6454;190.8376;309.8998;247.8381;393.165;188.1894;247.1381;#N/A N/A;341.3945;265.084;280.3097;270.9333;356.2628;206.1698;167.1508;161.2771;455.0664
26.11.99;1946.72;779.0291;464.9075;272.6355;325.3906;306.0451;430.8558;449.0768;313.4413;187.1753;#N/A N/A;245.5286;5.286;832.723;751.7792;353.2859;707.4029;605.5899;547.6079;393.9539;373.223;190.2238;306.0451;244.5344;395.0317;187.1753;245.5286;#N/A N/A;336.0957;261.9216;277.9884;271.1679;356.5335;206.1579;166.4913;162.2927;464.9075
29.11.99;1934.95;770.7147;465.6762;271.2988;330.1329;304.5969;420.5194;453.2541;309.3903;183.6093;#N/A N/A;241.5326;5.327;821.3374;744.7314;355.8992;696.8667;592.5987;554.6389;403.4943;367.922;188.5566;304.5969;243.8686;383.78;183.6093;241.5326;#N/A N/A;329.5724;263.7782;282.722;269.1595;353.7286;206.3718;164.2455;160.6371;465.6762
30.11.99;1908.97;747.4405;453.7899;268.5101;325.5757;303.4672;425.6784;443.7104;306.7089;184.8371;#N/A N/A;246.7521;5.301;800.8125;720.581;351.9886;676.0137;599.9385;540.2734;397.1019;363.6179;189.3603;303.4672;243.8055;389.3106;184.8371;246.7521;#N/A N/A;332.0758;260.5006;278.2597;259.6475;347.4175;206.5026;165.1983;158.7633;453.7899
01.12.99;1921.49;762.8225;447.8908;270.8085;328.7902;311.936;424.4229;436.0022;311.1807;185.0954;#N/A N/A;245.1667;5.269;822.0587;733.5327;350.685;681.334;598.4707;530.0906;404.9177;370.7635;187.4963;311.936;244.7789;387.856;185.0954;245.1667;#N/A N/A;331.3119;266.5713;279.0295;259.2492;354.8235;205.8608;163.9401;158.8378;447.8908
02.12.99;1937.07;787.0421;451.1163;271.431;327.6596;306.6875;423.8659;437.771;310.3487;188.9201;#N/A N/A;246.2607;5.247;848.1167;756.8291;355.2025;701.0895;598.8723;530.8371;399.9227;369.0665;190.7332;306.6875;244.8168;386.3757;188.9201;246.2607;#N/A N/A;331.3981;265.1339;277.4756;255.6295;359.4122;205.0525;165.7114;156.9764;451.1163
03.12.99;1970.43;803.6882;462.9203;274.9796;333.3495;308.6896;435.3312;437.7339;315.5143;191.5804;#N/A N/A;247.8638;5.245;858.8119;775.6983;361.8325;710.0788;621.9746;530.5967;405.0707;375.1679;191.0457;308.6896;247.0133;395.04;191.5804;247.8638;#N/A N/A;336.4007;271.1777;287.0275;258.7221;366.892;208.2379;168.7899;158.4779;462.9203
06.12.99;1956.76;812.8497;459.3184;269.5136;332.9147;307.4197;422.9979;426.8037;313.7986;191.6955;#N/A N/A;246.0785;5.234;860.9036;787.5605;362.5068;720.5732;615.0875;516.4115;402.7991;373.3961;187.9758;307.4197;240.4996;374.3299;191.6955;246.0785;#N/A N/A;332.544;271.5697;286.9277;249.1749;366.2892;206.6256;167.2751;159.7685;459.3184
07.12.99;1937.34;810.1623;461.6002;262.9893;328.7202;303.1722;419.202;415.0775;311.71;190.429;#N/A N/A;242.3246;5.207;846.0354;789.7009;362.9225;708.2496;617.2865;501.7202;397.1147;370.9381;183.7006;303.1722;234.5414;362.9903;190.429;242.3246;#N/A N/A;335.5998;265.2101;274.9236;244.1026;357.2593;204.4967;166.5055;158.3662;461.6002
08.12.99;1930.24;805.9203;460.145;260.6221;329.3735;305.5985;412.7166;410.1722;317.0898;189.3801;#N/A N/A;240.6202;5.216;832.5478;789.4756;370.71;701.1209;605.7982;495.6209;394.124;377.9578;181.8138;305.5985;232.4122;356.3851;189.3801;240.6202;#N/A N/A;334.1505;261.8669;275.5081;237.5543;356.5448;206.2569;168.3816;157.0614;460.145
09.12.99;1936.09;804.7654;461.8198;260.5598;336.7122;309.4808;417.4593;409.4547;311.5384;188.8556;#N/A N/A;241.214;5.257;850.095;780.2381;380.3292;686.32;613.4724;494.887;407.6618;370.9452;181.2554;309.4808;232.2481;358.5988;188.8556;241.214;#N/A N/A;340.5455;259.9721;275.0234;239.9323;355.314;201.7261;167.1077;156.3784;461.8198
10.12.99;1948.37;810.9508;460.1175;262.9762;338.3124;300.0831;424.7148;411.7019;317.7558;191.8234;#N/A N/A;238.8563;5.276;878.3271;776.8586;378.093;674.6653;622.8144;498.8983;416.3597;379.6673;179.9701;300.0831;235.0389;366.3262;191.8234;238.8563;#N/A N/A;345.1784;255.9538;271.2454;244.8875;355.4617;204.2728;167.2055;155.6706;460.1175
13.12.99;1946.23;816.7547;463.3986;259.3543;342.8525;299.4823;419.5997;401.8798;318.2566;191.273;#N/A N/A;236.3067;5.369;887.7756;781.0528;376.9468;684.6371;613.7596;485.8394;432.1804;380.8479;177.7253;299.4823;229.9066;362.5679;191.273;236.3067;#N/A N/A;341.4942;250.0733;270.2663;244.7513;353.6893;205.3899;165.2375;154.1845;463.3986
14.12.99;1929.68;796.8211;459.3213;259.4791;341.465;300.1689;411.6935;404.9476;319.8512;195.1755;#N/A N/A;237.1104;5.384;876.3282;757.5641;378.3065;654.9098;596.4373;490.0279;428.8245;383.3186;178.2167;300.1689;229.1345;358.1938;195.1755;237.1104;#N/A N/A;336.7874;249.605;267.8352;240.1002;358.8834;205.4851;164.8708;152.6037;459.3213
15.12.99;1943.71;818.8202;452.9788;258.1779;341.297;306.5342;408.2397;413.2853;314.8327;199.1984;#N/A N/A;240.133;5.331;930.9583;765.3261;374.6793;688.9854;595.0953;501.7581;431.0524;376.3557;178.9761;306.5342;226.2917;352.6327;199.1984;240.133;#N/A N/A;334.548;248.3854;270.7021;236.9956;362.6169;204.6282;163.9052;151.4165;452.9788
16.12.99;1951.31;839.5978;450.8372;253.8252;344.832;309.2719;401.7051;404.5394;320.1355;196.2939;#N/A N/A;237.9297;5.393;955.2235;784.455;374.637;713.8731;585.2227;490.6859;439.7532;381.5716;176.0053;309.2719;223.1443;346.4775;196.2939;237.9297;#N/A N/A;330.4518;248.2111;273.084;234.5939;353.8524;205.1638;171.716;152.1784;450.8372
17.12.99;1954.44;847.9266;452.2649;253.0642;343.0966;305.3668;400.9531;397.3151;323.7696;200.0813;#N/A N/A;242.4019;5.443;962.5288;793.1858;381.0098;725.4128;593.5448;481.499;429.3854;386.1511;173.6152;305.3668;224.0055;342.3837;200.0813;242.4019;#N/A N/A;326.2366;244.6502;272.1284;234.9336;348.1777;206.0921;173.6351;157.5219;452.2649
20.12.99;1950.44;857.4675;450.9058;254.0747;339.7817;299.8883;398.775;393.1091;323.2434;192.6949;#N/A N/A;241.8408;5.515;967.7602;804.5094;380.4366;725.3292;588.2299;475.6908;418.9494;385.5974;173.0345;299.8883;225.5251;342.1661;192.6949;241.8408;#N/A N/A;323.6976;250.3129;275.2806;234.2776;348.8424;198.4278;177.0699;155.6455;450.9058
21.12.99;1971.56;878.0907;457.2483;252.2034;339.3298;299.2491;406.9754;391.3722;326.6303;192.8101;#N/A N/A;244.2012;5.583;994.9316;822.1976;378.3461;753.6349;597.3677;472.3628;422.0324;391.3;174.4593;299.2491;221.84;350.3;192.8101;244.2012;#N/A N/A;331.4872;247.9062;271.9144;238.3898;348.2885;192.7628;177.8889;152.9364;457.2483
22.12.99;1975.5;877.0147;448.6956;255.0852;341.8839;299.0202;406.6141;400.7371;327.3364;192.7845;#N/A N/A;243.3794;5.519;1009.7588;814.2678;380.5602;751.4608;592.7273;483.2959;424.8528;392.2862;179.2743;299.0202;222.9417;348.7767;192.7845;243.3794;#N/A N/A;337.4838;248.8645;274.9525;241.5061;355.8466;193.7863;177.5099;156.2544;448.6956
23.12.99;2006.07;884.0231;455.3263;258.753;348.8264;307.0625;413.2306;412.1185;331.247;197.0842;#N/A N/A;246.2293;5.453;1006.1962;825.7821;389.417;751.6176;602.8784;496.8104;433.6338;396.9097;184.7709;307.0625;225.5377;354.1492;197.0842;246.2293;#N/A N/A;342.9694;248.2874;282.5406;249.9062;359.8226;197.2019;179.2457;159.2244;455.3263
24.12.99;2006.07;884.0231;455.3263;258.753;348.8264;307.0625;413.2306;412.1185;331.247;197.0842;#N/A N/A;246.2293;5.452;1006.1962;825.7821;389.417;751.6176;602.8784;496.8104;433.6338;396.9097;184.7709;307.0625;225.5377;354.1492;197.0842;246.2293;#N/A N/A;342.9694;248.2874;282.5406;249.9062;359.8226;197.2019;179.2457;159.2244;455.3263
27.12.99;2004.37;889.8203;438.9485;260.4746;351.0045;300.0093;407.9016;415.7556;334.8729;195.9197;#N/A N/A;248.1351;5.441;1006.9587;833.7136;389.136;767.192;596.4659;502.7958;441.0673;401.9206;183.542;300.0093;226.7534;349.1847;195.9197;248.1351;#N/A N/A;337.8906;248.7774;278.7751;251.6753;362.8385;198.4159;179.6246;158.5409;438.9485
28.12.99;2005.14;882.1796;446.8148;260.038;353.1473;302.0981;409.2242;411.6855;335.6649;200.6546;#N/A N/A;248.519;5.374;992.7599;828.9479;389.1698;756.0077;601.3478;497.3292;446.1143;403.0327;182.6929;302.0981;226.0063;349.5656;200.6546;248.519;#N/A N/A;337.2989;247.1113;281.6562;255.3306;360.9551;201.0222;178.4512;159.4232;446.8148
29.12.99;2013.38;895.9626;441.1888;258.3163;350.9986;305.0202;414.1093;407.9643;336.2955;204.4083;#N/A N/A;247.462;5.206;1006.0566;842.8545;388.6752;760.2201;609.3749;490.3822;439.3822;402.1805;185.4364;305.0202;225.3858;353.4386;204.4083;247.462;#N/A N/A;340.9571;246.6625;283.6816;251.8276;357.2376;202.4979;183.1647;161.4736;441.1888
30.12.99;2014.81;895.5517;439.5539;259.8601;352.5814;301.7726;416.8264;408.6571;336.2481;201.5529;#N/A N/A;249.1936;5.184;1009.2611;840.8941;391.0018;751.1367;615.365;490.6352;441.7296;400.9671;186.7659;301.7726;226.8009;355.2075;201.5529;249.1936;#N/A N/A;342.1284;247.0981;284.409;254.6159;358.5055;202.486;186.7083;160.9766;439.5539
31.12.99;2021.4;896.7289;443.4831;259.5731;356.9908;304.3335;417.2414;404.2653;338.3771;204.8409;#N/A N/A;249.175;5.328;1009.2096;842.5841;395.4527;745.8582;618.2482;484.3335;448.9692;404.0417;186.6095;304.3335;225.1924;353.6427;204.8409;249.175;#N/A N/A;343.4846;250.0605;285.3219;257.3925;359.9211;202.9026;186.6716;161.5979;443.4831
03.01.00;2002.11;920.873;438.3312;254.8071;347.5527;295.5491;398.4103;402.2117;328.7597;201.3578;#N/A N/A;242.8227;5.411;1037.0508;864.9821;386.4498;775.3032;587.9795;482.524;434.3873;391.9056;184.5091;295.5491;221.9881;337.179;201.3578;242.8227;#N/A N/A;331.2415;244.5169;282.8258;251.441;351.5752;201.2245;181.2068;156.5775;438.3312
04.01.00;1925.41;870.0638;418.9329;250.9394;337.2442;289.5403;382.0949;386.9456;318.3997;198.1691;#N/A N/A;243.1027;5.447;982.3575;816.1752;377.357;741.2695;563.8444;461.9991;418.6634;379.1196;181.4256;289.5403;219.037;323.202;198.1691;243.1027;#N/A N/A;318.0614;240.2367;273.9113;248.3129;344.7556;195.0478;176.7445;152.8867;418.9329
05.01.00;1929.28;860.8016;424.7167;251.8651;334.0429;298.3819;379.5683;395.6822;318.3651;206.0191;#N/A N/A;252.1506;5.425;958.8027;813.1332;371.4674;736.179;555.6385;471.3683;413.4107;378.904;187.4353;298.3819;221.1089;322.7935;206.0191;252.1506;#N/A N/A;317.5538;244.1357;273.6403;254.5038;339.6594;194.9883;177.3068;153.0463;424.7167
06.01.00;1931.51;826.6845;414.7712;255.0592;335.5053;312.1093;394.6195;406.9838;323.861;212.0634;#N/A N/A;255.7434;5.383;914.8357;783.4683;371.9283;706.7339;581.7379;483.9677;416.2227;384.7037;194.319;312.1093;223.3272;335.9388;212.0634;255.7434;#N/A N/A;325.3626;243.8417;275.5373;248.7612;350.615;204.3307;179.4708;153.9162;414.7712
07.01.00;1983.83;840.3668;414.5234;265.668;346.4978;315.9867;403.2363;439.3663;334.6918;213.8178;#N/A N/A;259.7698;5.38;943.3159;790.6902;373.0522;729.4893;589.9227;523.9944;439.0404;399.3779;207.0695;315.9867;231.5249;340.5697;213.8178;259.7698;#N/A N/A;341.7726;246.0308;293.3949;252.6137;371.7506;205.9969;182.5883;154.2394;414.5234
